130,193
135,174
234,58
155,166
158,23
116,58
156,33
145,31
111,101
137,178
151,63
157,1
114,91
160,91
108,109
217,219
152,186
104,122
132,21
119,49
129,197
122,73
113,93
136,213
143,13
118,53
101,133
117,45
216,219
146,17
106,120
139,42
107,118
105,114
133,201
128,182
153,218
201,45
150,209
154,89
148,7
142,9
110,105
109,111
147,3
123,69
124,65
115,82
141,191
159,67
125,205
121,77
333,25
120,85
140,37
112,97
102,129
126,220
127,170
103,125
